produto;descrição;qut;precro_bruto;prateleira
111501PK;JTA CABE BASPACK VW PASSAT GOL VOYAGE LS MTR ALC G;42,;51,24;
111503PK;JTA CABE BASPACK VW PASSAT TS VOYAGE MTR MD ALC GA;17,;50,87;CAB-11_A.9
111511PK;JTA CABE BASPACK VW SANTANA GOL PARATI AP ALC GAS;3,;49,72;CAB-11_A.1
111511PKTU;JTA CABE BASPACK VW SANTANA GOL PARATI AP ALC GAS;0,;96,74;
1115118PK;JTA CABE BASPACK VW UP FOX BLUEMOTION 1.0 CHYA CHY;13,;87,95;CAB-11_B.9
1215162PK;JTA CABE BASPAK GM CHEVROLET CAPTIVA MOTOR 2.4 16V;3,;331,11;CAB-E15_B.10
121511A1;JTA CABE CALCO ALUMINIO 1 00MM Ø 88.5MM GM MONZA K;0,;198,56;
131505A1;JTA CABE CALCO ALUMINIO 1.00MM FORD ESCORT DEL REY;0,;192,38;
111523A1;JTA CABE CALCO ALUMINIO 1.00MM VW PASSAT GOL SANTA;0,;192,38;
111503A1;JTA CABE CALCO ALUMINIO 1.00MM VW PASSAT TS VOYAGE;0,;192,38;
111511A1;JTA CABE CALCO ALUMINIO 1.00MM VW SANTANA GOL PARA;0,;204,05;
141503A2;JTA CABE CALCO ALUMINIO 2,00 MM FIAT UNO MILLE PAL;3,;288,79;
131543A2;JTA CABE CALCO ALUMINIO 2.00MM 77MM FORD FIESTA CO;0,;114,40;
141501A2;JTA CABE CALCO ALUMINIO 2.00MM FIAT 147 OGGI UNO P;0,;317,96;
141505A2;JTA CABE CALCO ALUMINIO 2.00MM FIAT ELBA PREMIO UN;0,;317,96;
141511A2;JTA CABE CALCO ALUMINIO 2.00MM FIAT TEMPRA TIPO 2.;0,;288,79;
141507A2;JTA CABE CALCO ALUMINIO 2.00MM FIAT UNO PREMIO ELB;0,;288,79;
131517A2;JTA CABE CALCO ALUMINIO 2.00MM FORD CORCEL BELINA;0,;288,79;
131505A2;JTA CABE CALCO ALUMINIO 2.00MM FORD ESCORT DEL REY;0,;317,96;
121501A2;JTA CABE CALCO ALUMINIO 2.00MM GM CHEVETTE MARAJO;0,;317,96;
121509A2;JTA CABE CALCO ALUMINIO 2.00MM GM MONZA ALC GAS 1.;0,;245,48;
121505A2;JTA CABE CALCO ALUMINIO 2.00MM GM OPALA 90 CARAVAN;0,;284,49;
121507A2;JTA CABE CALCO ALUMINIO 2.00MM GM OPALA CARAVAN CA;0,;432,89;
121511A2;JTA CABE CALCO ALUMINIO 2.00MM Ø 88.5MM GM MONZA K;0,;317,96;
111523A2;JTA CABE CALCO ALUMINIO 2.00MM VW PASSAT GOL SANTA;0,;317,96;
111503A2;JTA CABE CALCO ALUMINIO 2.00MM VW PASSAT TS VOYAGE;0,;288,79;
111511A2;JTA CABE CALCO ALUMINIO 2.00MM VW SANTANA GOL PARA;0,;303,28;
141553A;JTA CABE CALCO FIAT PALIO SIENA DOBLO FIRE 1.0 1.3;0,;139,52;
151509A;JTA CABE CALCO GM S10 BLAZER MB SPRINTER LAND ROVE;0,;121,87;
151554A;JTA CABE CALCO Ø 96MM MITSUBISHI PAJERO TDI 2.8 4M;0,;137,69;
151505A;JTA CABE CALCO RENAULT TRAFIC DIESEL;0,;120,32;
16420410;JTA CABE DO COMPRESSOR MERCEDES 64 MOTOR OM 352 AP;0,;4,40;
1215117PK;JTA CABE GM CORSA MERIVA MONTANA FIAT PALIO R STRA;0,;66,16;
17151705PK;JTA CABE GROSSA CATERPILLAR C15 C16 C18 3406E (060;0,;787,11;
1215123MLO;JTA CABE INOX PRISMA ONIX CORSA CLASSIC 1.0 8V VHC;0,;80,87;CAB-12_G.5
151564MP5;JTA CABE MET PACK 0.00MM Ø 97MM TOYOTA HILUX TD 16;0,;441,65;
151564MP3;JTA CABE MET PACK 0.95MM Ø 97MM TOYOTA HILUX TD 16;0,;314,81;
111509MP;JTA CABE MET PACK 1 40MM VW KOMBI 1.6 DIESEL 3 FUR;0,;63,14;
151570MP;JTA CABE MET PACK 1 45MM MITSUBISHI L200 TD L300 P;0,;157,22;
151552MP2;JTA CABE MET PACK 1 55MM TOYOTA HILUX DYNA HIACE M;0,;283,30;
151550MP3;JTA CABE MET PACK 1 65MM Ø 97MM TOYOTA HILUX 3L 2;0,;95,15;
151540MP1;JTA CABE MET PACK 1.20MM FIAT IVECO TURBO DAILY 2.;0,;180,07;
151540MP2;JTA CABE MET PACK 1.30MM FIAT IVECO TURBO DAILY 2.;0,;188,84;
151554MP2;JTA CABE MET PACK 1.35MM 96MM MITSUBISHI PAJERO TD;0,;345,61;
151507MP;JTA CABE MET PACK 1.40MM ASIA TOPIC.;0,;169,97;
151540MP3;JTA CABE MET PACK 1.40MM FIAT IVECO TURBO DAILY 2.;0,;188,84;
181507MP3;JTA CABE MET PACK 1.40MM MTR MWM D226 2/3/4/6CIL V;0,;102,19;
181509MP3;JTA CABE MET PACK 1.40MM MTR MWM D229 3/4/6CIL;0,;40,18;
151596MP3;JTA CABE MET PACK 1.44MM PEUGEOT 205 306 309 405 P;0,;175,61;
151511MP2;JTA CABE MET PACK 1.45MM 92.5MM H100 MITSUBISHI L2;0,;163,55;
151509MP2;JTA CABE MET PACK 1.45MM 92MM GM S10 BLAZER MB SPR;0,;171,08;
151551MP1;JTA CABE MET PACK 1.45MM 93.5MM TOYOTA HILUX 2L 2.;0,;302,85;
151554MP4;JTA CABE MET PACK 1.45MM 96MM MITSUBISHI PAJERO TD;0,;363,14;
151550MP1;JTA CABE MET PACK 1.45MM 97MM TOYOTA HILUX 3L 2.8;0,;220,27;
151552MP1;JTA CABE MET PACK 1.45MM TOYOTA HILUX LN147 152 16;0,;283,30;
151596MP4;JTA CABE MET PACK 1.48MM PEUGEOT 205 306 309 405 P;0,;158,83;
151540MP4;JTA CABE MET PACK 1.50MM FIAT IVECO TURBO DAILY 2.;0,;188,84;
151570MP1;JTA CABE MET PACK 1.50MM MITSUBISHI L200 TD L300 P;0,;180,07;
151511MP4;JTA CABE MET PACK 1.55MM 92.5MM H100 MITSUBISHI L2;0,;180,07;
151551MP2;JTA CABE MET PACK 1.55MM 93.5MM TOYOTA HILUX 2L 2.;0,;333,44;
151550MP2;JTA CABE MET PACK 1.55MM 97MM TOYOTA HILUX 3L 2.8;0,;220,27;
111509MP3;JTA CABE MET PACK 1.60MM 3 FURO VW KOMBI 1.6 DIESE;0,;100,13;
151511MP5;JTA CABE MET PACK 1.60MM 92.5MM H100 MITSUBISHI L2;0,;188,84;
151509MP3;JTA CABE MET PACK 1.60MM 92MM GM S10 BLAZER MB SPR;0,;197,54;
151544MP1;JTA CABE MET PACK 1.60MM FIAT DUCATO 2.5 INJ INDIR;0,;188,84;
151570MP4;JTA CABE MET PACK 1.60MM MITSUBISHI L200 TD L300 P;0,;188,84;
151551MP3;JTA CABE MET PACK 1.65MM 93.5MM TOYOTA HILUX 2L 2.;0,;349,68;
151552MP3;JTA CABE MET PACK 1.65MM TOYOTA HILUX LN147 152 16;0,;283,30;
151544MP2;JTA CABE MET PACK 1.70MM FIAT DUCATO 2.5 INJ INDIR;0,;188,84;
151548MP3;JTA CABE MET PACK 1.70MM PEUGEOT 2300 504D XD2 0.8;0,;180,07;
151507MP18;JTA CABE MET PACK 1.80MM ASIA TOPIC.;0,;142,90;
151544MP3;JTA CABE MET PACK 1.80MM FIAT DUCATO 2.5 INJ INDIR;0,;188,84;
151540MP18;JTA CABE MET PACK 1.80MM FIAT IVECO TURBO DAILY 2.;0,;198,49;
151525MP;JTA CABE MET PACK 1.80MM KIA BESTA DIESEL 2.7 .../;0,;171,52;
151596MP;JTA CABE MET PACK 1.80MM PEUGEOT 205 306 309 405 P;0,;174,82;
151548MP4;JTA CABE MET PACK 1.80MM PEUGEOT 2300 504D XD2 505;0,;163,55;
151505MP3;JTA CABE MET PACK 1.80MM RENAULT TRAFIC DIESEL.;0,;169,97;
151511MP6;JTA CABE MET PACK 1.90MM 92.5MM H100 MITSUBISHI L2;0,;204,41;
161506MP;JTA CABE MET PACK 100.00MM M BENS OM 352A 1316 151;0,;128,61;
151544MP4;JTA CABE MET PACK 2 5MM IV TURBO DAILI 30 8 35 8 4;0,;201,91;
151523MP3;JTA CABE MET PACK 2 5MM KIA BESTA GS BONGO K2700 2;0,;223,48;
151592MP4;JTA CABE MET PACK 2 8 MM SPORTAGE 2.2 DIESEL;0,;367,68;
151550MP5;JTA CABE MET PACK 2,50MM Ø 97MM TOYOTA HILUX 3L 2;0,;292,18;
151525MP20;JTA CABE MET PACK 2.00MM KIA BESTA DIESEL 2.7 .../;0,;176,45;
151584MP20;JTA CABE MET PACK 2.00MM RENAULT CLIO LAGUNA R19 R;0,;105,80;
151509MP4;JTA CABE MET PACK 2.00MM TROLLER MERCEDES SPRINTER;0,;197,54;
151544MP22;JTA CABE MET PACK 2.20MM FIAT DUCATO 2.5 INJ INDIR;0,;129,45;
151540MP22;JTA CABE MET PACK 2.20MM FIAT IVECO TURBO DAILY 2.;0,;236,07;
151521MP2;JTA CABE MET PACK 2.20MM KIA BESTA 2.2 DIESEL.;0,;177,07;
151525MP22;JTA CABE MET PACK 2.20MM KIA BESTA DIESEL 2.7 .../;0,;209,86;
151584MP22;JTA CABE MET PACK 2.20MM RENAULT CLIO LAGUNA R19 R;0,;158,68;
151540MP25;JTA CABE MET PACK 2.50MM FIAT IVECO TURBO DAILY 2.;0,;236,07;
151540MP6;JTA CABE MET PACK 2.50MM IV DAILY 30 8 35 8 96 FT;0,;158,82;
131543MP;JTA CABE MET PACK 77 Ø FORD FIESTA COURIER ZETEC 1;0,;95,32;
161504MP;JTA CABE MET PACK 98.50MM M BENS OM 311 1111 352 1;0,;171,52;
151561MP;JTA CABE MET PACK CAMINHÃO KIA 3600 4CIL;0,;144,54;
1515140MP;JTA CABE MET PACK CITROEN AZ10 ZX SAXO C15 PEUG 10;0,;212,85;
1515165MP;JTA CABE MET PACK CITROEN C2 C3 2002/ PEUGEOT206 3;0,;92,18;
1515181MP;JTA CABE MET PACK CITROEN XSARA SAXO ZX PEUGEOT 10;0,;193,17;
181501MP;JTA CABE MET PACK D 225 6 D 225 3 D 225 4 D 225 6;0,;26,21;
1315531MP;JTA CABE MET PACK DIR FORD RANGER EXPLORE OHV GAS;0,;117,94;
131553MP;JTA CABE MET PACK ESQ FORD RANGER EXPLORE OHV GAS;0,;131,05;
141501MP;JTA CABE MET PACK FIAT 147 OGGI UNO PREMIO ELBA 10;0,;110,27;
141505MP;JTA CABE MET PACK FIAT ELBA PREMIO UNO ARGENTINO A;0,;86,70;
141557MP;JTA CABE MET PACK FIAT MAREA 2.0 2.4 20V 5 CIL TUR;0,;220,27;
141565MP;JTA CABE MET PACK FIAT MAREA BRAVA 1.8 16V 00/...;0,;174,82;
141553MP;JTA CABE MET PACK FIAT PALIO SIENA DOBLO FIRE 1.0;6,;40,83;
141511MP;JTA CABE MET PACK FIAT TEMPRA TIPO 2.0 8 E 16V;0,;115,59;
141503MP;JTA CABE MET PACK FIAT UNO MILLE PALIO EX EDX EP N;0,;367,05;
141507MP;JTA CABE MET PACK FIAT UNO PREMIO ELBA PALIO ARGEN;0,;94,06;
141549MP;JTA CABE MET PACK FIAT UNO SMART PALIO SIENA FIRE;4,;68,33;CAB-14_A.3
131517MP;JTA CABE MET PACK FORD CORCEL BELINA II ALC GAS 1.;0,;81,86;
131547MP;JTA CABE MET PACK FORD ECOSPORT FIESTA COURIER ZET;10,;80,86;CAB-13_E.1
131505MP;JTA CABE MET PACK FORD ESCORT DEL REY VW GOL SAVEI;0,;30,00;
131511MP;JTA CABE MET PACK FORD FIESTA KA COURIER ENDURA NA;0,;110,27;
131513MP;JTA CABE MET PACK FORD FIESTA KA ENDURA NACIONAL 1;0,;105,14;
131549MP;JTA CABE MET PACK FORD FOCUS MONDEO ESCORT ZETEC 1;0,;125,96;
131551MP;JTA CABE MET PACK FORD FOCUS MONDEO ZETEC 2.0 16V;0,;125,96;
131579MP;JTA CABE MET PACK FORD FUSION 2.3 16V DURATEC;0,;265,66;
131507MP;JTA CABE MET PACK FORD MAVERICK F100 F75 JEEP UTIL;0,;62,93;
121523MP;JTA CABE MET PACK GM C10 CHEVROLET BRASIL 261 GAS;0,;188,84;
121501MP;JTA CABE MET PACK GM CHEVETTE MARAJO ALC GAS 1.4 1;0,;110,27;
121593MP;JTA CABE MET PACK GM CORSA 1.0 16V;0,;110,27;
121599MP;JTA CABE MET PACK GM CORSA 1.6 16V;0,;105,14;
121521MP;JTA CABE MET PACK GM CORSA EFI MPFI 1.6 1.8 8V 94/;0,;110,27;
121517MP;JTA CABE MET PACK GM CORSA EFI MPFI OHC VHC 1.0 8V;0,;83,43;
1215113MP;JTA CABE MET PACK GM MONZA ASTRA VECTRA S10 BLAZER;0,;75,22;
1215121MP;JTA CABE MET PACK GM OMEGA A CIH 6CIL 3.0 12V;0,;261,72;
1215115MP;JTA CABE MET PACK GM OMEGA SILVERADO 6CIL 4.1 89/.;0,;178,70;
121505MP;JTA CABE MET PACK GM OPALA 90 CARAVAN 151 ALC GAS;0,;141,67;
121507MP;JTA CABE MET PACK GM OPALA CARAVAN CAMINHAO C10 38;0,;173,13;
1215105MP;JTA CABE MET PACK GM S10 BLAZER VORTEC GAS V6 4.3;0,;135,49;
111569MP;JTA CABE MET PACK GUIA 8.0 VW GOLF VENTO PASSAT CO;0,;110,27;
1515171MP;JTA CABE MET PACK HONDA CIVIC NEW CIVIC FIT D17A8;0,;173,15;
151556MP;JTA CABE MET PACK KIA BESTA GS 3.0 GRANDE;2,;205,34;CAB-B15_A.3
151523MP;JTA CABE MET PACK KIA BESTA GS BONGO K2700 2.7 DIE;0,;188,84;
151592MP;JTA CABE MET PACK KIA SPORTAGE 2.2;0,;180,07;
151535MP;JTA CABE MET PACK M BENS 120D 130D 140D 150D 170D;0,;251,87;
161510MP;JTA CABE MET PACK M BENS OM314 L608D INJECAO DIRET;0,;144,40;
161528MP;JTA CABE MET PACK M BENS SPRINTER C200 220 E200 MT;0,;356,12;
161522MP;JTA CABE MET PACK MERCEDES OM 364 4CIL;0,;76,90;
151566MP;JTA CABE MET PACK MITSUBISHI ECLIPSE SPACE WAGON D;0,;300,19;
181523MP;JTA CABE MET PACK MWM 4.10 6.10 X 10 4/6 CIL;0,;66,53;
181507MP;JTA CABE MET PACK MWM D226 VALMET TRATOR 86 ID MAS;0,;72,11;
181509MP;JTA CABE MET PACK MWM D229 3/4/ 6 CIL;0,;36,04;
151558MP;JTA CABE MET PACK MWM VOLARE A6 GM S10 BLAZER VW V;0,;251,87;
151560MP;JTA CABE MET PACK NISSAN SENTRA TIIDA VERSA LIVINA;0,;118,95;
121511MP;JTA CABE MET PACK Ø 88MM GM MONZA KADETT IPANEMA O;0,;125,34;
1315532MP;JTA CABE MET PACK PAR FORD RANGER EXPLORE OHV GAS;0,;311,70;
111501MP;JTA CABE MET PACK PASSAT VOYAGE LS MTR ALC GAS 1.5;0,;105,01;
171506MP;JTA CABE MET PACK PERKINS 4203 INJECAO DIRETA;0,;158,99;
171501MP;JTA CABE MET PACK PERKINS 4203 INJECAO INDIRETA;0,;176,32;
171508MP;JTA CABE MET PACK PERKINS D10 F350 D4000 4236 INJE;0,;158,99;
171511MP;JTA CABE MET PACK PERKINS D20 Q20B S4 S4T PLUS MAX;0,;197,67;
171530MP;JTA CABE MET PACK PERKINS F600 D7000 D900 6357 635;0,;297,80;
171532MP;JTA CABE MET PACK PERKINS F700 F750 MASSEY MF INJE;0,;330,89;
1515132MP;JTA CABE MET PACK PEUGEOT 106 206 306 PISTAO 79 TU;0,;119,75;
1515134MP;JTA CABE MET PACK PEUGEOT 206 307 PARTNER CITROEN;0,;133,50;
1515100MP;JTA CABE MET PACK PEUGEOT 306 405 GRI SRI STI CITR;0,;135,09;
151598MP;JTA CABE MET PACK PEUGEOT 306 406 CITROEN XANTIA X;0,;160,44;
1515120MP;JTA CABE MET PACK PEUGEOT 306 406 CITROEN XM XANTI;0,;173,13;
151586MP;JTA CABE MET PACK RENAULT CLIO KANGOO TWINGO D7D D;0,;94,55;
151574MP;JTA CABE MET PACK RENAULT CLIO R19 C3L 1.6 C INJEC;0,;141,67;
151579MP;JTA CABE MET PACK RENAULT CLIO SUPERCINCO EXPRESS;0,;94,00;
151578MP;JTA CABE MET PACK RENAULT CLIO TWINGO SUPERCINCO E;0,;106,65;
1515108MP;JTA CABE MET PACK RENAULT LAGUNA MEGANE SCENIC F4P;0,;133,50;
151502MP;JTA CABE MET PACK RENAULT TRAFIC GAS;0,;162,07;
151576MP;JTA CABE MET PACK RN CLIO R9 R11 R19 R21 TRAFFIC 9;0,;68,00;
151572MP;JTA CABE MET PACK RN R9 R11 R19 SUPERCINCO EXPRESS;0,;99,14;
1515104MP;JTA CABE MET PACK SUZUKI SWIFT ESCUDO VITARA SIDEK;0,;210,04;
1515153MP;JTA CABE MET PACK TOYOTA COROLLA 92 99 1.8 16V DOH;0,;95,52;
111519MP;JTA CABE MET PACK VW GOL FORD ESCORT HOBBY AE CHT;0,;105,01;
111525MP;JTA CABE MET PACK VW GOL SAVEIRO PARATI AT VHT MI;3,;94,55;
111565MP;JTA CABE MET PACK VW GOL SAVEIRO PARATI SANTANA GO;5,;40,37;
111523MP;JTA CABE MET PACK VW GOL SAVEIRO PASSAT SANTANA AP;0,;105,01;
111573MP;JTA CABE MET PACK VW GOLF 2.0 GTI MEXICANO 94/95;5,;116,61;
111589MP;JTA CABE MET PACK VW GOLF BORA 01 PASSAT 00  APK A;3,;131,01;
111579MP;JTA CABE MET PACK VW GOLF SR BORA AUDI A3 A4 AEH A;2,;158,99;
111583MP;JTA CABE MET PACK VW PASSAT GOLF BORA SHARA AUDI A;11,;204,56;
111503MP;JTA CABE MET PACK VW PASSAT TS VOYAGE MTR MD ALC G;0,;105,01;
111595MP;JTA CABE MET PACK VW POLO GOL GOLF FOX 1.6 8 VAL A;0,;125,96;
111511MP;JTA CABE MET PACK VW SANTANA GOL PARATI AP ALC GAS;0,;105,53;
131545MP;JTA CABE METALO PACK FORD FIESTA ECOSPORT SUPERCHA;8,;129,22;CAB-13_A.3
1215117MP;JTA CABE METALO PACK GM CORSA MERIVA MONTANA FIAT;0,;38,49;
15156004PK3;JTA CABE PACK 1,20MM NISSAN FRONTIER 15/...190CV;3,;296,24;CAB-C15_D.9
141592PK;JTA CABE PACK 1.20MM FIAT ARG CRON MOBI 3CIL FIREF;0,;74,46;CAB-14_F.2
141593PK;JTA CABE PACK 1.20MM FIAT ARG MOBI UNO CRON 4CIL F;8,;96,99;CAB-14_F.5
131590PK;JTA CABE PACK 1.2MM FORD KA KA+ NEW FIESTA ECOBOOT;30,;79,00;CAB-13_D.3
1215164PK30;JTA CABE PACK 2.2MM GM CRUZE TRACKER 1.8 SONIC 1.6;1,;226,06;CAB-12_D.6
1515154PK30;JTA CABE PACK 2.60MM TOY COROLLA PRIUS 2ZR-FE 12/.;3,;262,53;CAB-D15_C.6
1515134PK30;JTA CABE PACK 3,00MM PEUGEOT 206 307 PARTNER CITRO;0,;145,93;CAB-D15_F.4
151544PK;JTA CABE PACK DUCATO IVECO DAILY 30.8 35.8 40.8 IN;1,;55,60;
141579PK;JTA CABE PACK FIAT PALIO SIENA PUNTO IDEA DUB 1.4;26,;69,85;CAB-14_F.3
141549PK;JTA CABE PACK FIAT UNO SMART PALIO SIENA FIRE 1.0;77,;48,41;CAB-14_C.6
131501PK;JTA CABE PACK FORD CORCEL BELINA I 1.3 71 A 77;98,;22,96;CAB-13_F.
131579PK;JTA CABE PACK FORD FUSION RANGER 2.3 16V DURATEC;1,;104,17;CAB-13_B.4
1215164PK;JTA CABE PACK GM CRUZE TRACKER 1.8 SONIC 1.6 16V;0,;109,26;CAB-12_D.5
121529PK;JTA CABE PACK GM VECTRA S10 ASTRA MPFI 2.0 8V E 16;20,;28,38;
151573PK;JTA CABE PACK HYUNDAI KIA PICANTO ATOS 1.0 1.1 12V;4,;217,08;CAB-B15_C.1
161528PK;JTA CABE PACK MERCEDES SPRINTER CDI C200 C220 E200;2,;152,33;CAB-E15_E.3
15155408PK;JTA CABE PACK MITSUBISHI OUTLANDER AIRTREK LANCER;7,;177,49;CAB-A15_D.2
1515138PK;JTA CABE PACK PEUGEOT 106 309 405  1.4 8V 93/...;2,;84,87;CAB-B15_A.9
151579PK;JTA CABE PACK RENAULT CLIO MARADONA R9 R11 85/93;2,;94,06;CAB-B15_E.8
1515154PK;JTA CABE PACK TOYOTA COROLLA PRIUS 2ZR-FE  12/..;3,;141,93;CAB-D15_C.2
1515146PK;JTA CABE PACK TYT COROLLA VVTI FILDER VVTI ../10;5,;85,34;CAB-D15_D.7
111589PK;JTA CABE PACK VW GOLF BORA PASSAT 99/. JETTA 10/..;8,;144,81;CAB-11_E.6
19151205ML;JTA CABE SCANIA MOTOR - D9 XPI D13 XPI D16 XPI DC1;0,;76,71;
19151206ML;JTA CABE SCANIA PGKR MOTOR DC12 11.7 24V;0,;187,72;
15155017ML;JTA CABE TOYOTA RAV4 MTR 1ARFE 2ARFE 2.5 16V;0,;355,72;
1542257;JTA CAIXA TERMOSTATO FIBRA J2 BESTA 2.7 8V;0,;10,67;
1542025;JTA CAMARA D AGUA CABE RENAULT TRAFIC.;0,;15,96;
144248;JTA CAMARA VAL TERMOSTATICA FIAT TIPO;0,;4,93;
124227;JTA CAMARA VAL TERMOSTATICA GM C10 CHEVROLET BRASI;0,;7,70;
124211;JTA CAMARA VAL TERMOSTATICA GM CHEVETTE 1.4 1.6 JU;0,;4,24;
211106R1T;JTA CAMBIO ANEL 1 RET TRAVA VW KOMBI 1600 83/...;8,;43,41;CAM-2_E.3
211106R2T;JTA CAMBIO ANEL 2 RET TRAVA VW KOMBI 1600 83/...;6,;50,33;CAM-2_E.1
211101R1T;JTA CAMBIO ANEL RET TRAVA VW FUSCA BRASILIA KOMBI;5,;51,44;CAM-1_D.3
211101R2T;JTA CAMBIO ANEL RET TRAVA VW FUSCA BRASILIA KOMBI;0,;76,29;
211108R;JTA CAMBIO ANEL RET VW GOL VOYAGE SAVEIRO SANTANA;0,;112,83;
211105R;JTA CAMBIO ANEL TRAVA RET VW KOMBI 1600 84/...;0,;30,66;
211101T;JTA CAMBIO ANEL TRAVA VW FUSCA BRASILIA KOMBI VARI;3,;43,02;
2111012;JTA CAMBIO ANEL VW FUSCA BRASILIA KOMBI VARIANT TL;12,;31,51;CAM-1_D.2
2111081;JTA CAMBIO ANEL VW GOL VOYAGE SANTANA SAVEIRO PARA;8,;14,52;CAM-2_F.3
2111061;JTA CAMBIO ANEL VW KOMBI 1600 83/...;4,;25,83;CAM-2_C.3
251108;JTA CAMBIO ASIA TOWNER 3CIL GAS;0,;41,19;
2111011;JTA CAMBIO C RED SO PAPEL VW FUSCA BRASILIA KOMBI;0,;22,02;
271113;JTA CAMBIO CLARK 240V 5M CHEVROLET A40 C40 D10 D40;0,;36,91;
271118;JTA CAMBIO CX RED M BENS TOYOTA;0,;40,91;
272331;JTA CAMBIO DIVERSOS EATON FS5005 FS6206 FS6306;0,;18,99;
272332;JTA CAMBIO DIVERSOS TORRE EATON FS5005 FS6206 FS63;0,;19,99;
241103;JTA CAMBIO FIAT TEMPRA TIPO PALIO FIRE MAREA;9,;15,73;CAM-1_G.3
241102;JTA CAMBIO FIAT UNO PREMIO ELBA FIORINO TIPO PALIO;6,;25,83;CAM-1_D.1
231102;JTA CAMBIO FORD CORCEL BELINA I II DEL REY 4 5 MAR;6,;18,35;CAM-1_F.3
231103;JTA CAMBIO FORD ESCORT 4 MARCHAS;0,;36,35;
231104;JTA CAMBIO FORD ESCORT CHT 1.0 1.6 KA FIES 1.0 1.3;9,;60,98;CAM-1_H.1
271115;JTA CAMBIO FORD F350 F100 F600 4 MARCHAS 48 A 71;0,;40,91;
271108;JTA CAMBIO FORD F350 F800 61 A 71 4 MARCHAS SINCRO;0,;28,21;
271111;JTA CAMBIO FORD F4000 ATE 81;0,;45,60;
271109;JTA CAMBIO FORD F600 63 A 71 5 MARCHAS;0,;39,71;
271110;JTA CAMBIO FORD F600 F750 F1100 A 2200 GM CHEVROLE;0,;27,38;
271114;JTA CAMBIO FORD MAVERICK V8 GALAXIE F1000 CHEVROLE;0,;19,43;CAM-2_B.1
231105;JTA CAMBIO FORD MAVERICK WILLYS JEEP RURAL 4X2 4X4;0,;31,67;
221108;JTA CAMBIO GM ASTRA 99/... CORSA CELTA PRISMA MONT;65,;39,25;CAM-1_C.1
221107;JTA CAMBIO GM C10 D10 4 MARCHAS CLARK SICRONIZADO;5,;24,59;
221102;JTA CAMBIO GM CHEVETTE MARAJO 4 5 MARCHAS CLARK;0,;17,77;
221101;JTA CAMBIO GM CHEVETTE MARAJO 4 MARCHAS CLARK;9,;15,62;
221106;JTA CAMBIO GM CHEVROLET 3100 C14 16 3M CLARK 54 A;26,;25,83;CAM-2_G.1
271106;JTA CAMBIO GM CHEVROLET BRASIL C60 4 MARCHAS CLARK;0,;31,45;
271116;JTA CAMBIO GM CHEVROLET BRASIL C60 C80 63/... FULL;0,;28,72;
271104;JTA CAMBIO GM CHEVROLET BRASIL C60 D10 A 15;0,;31,02;
271112;JTA CAMBIO GM CHEVROLET BRASIL C60 D60 D70 FULLER;0,;40,91;
271101;JTA CAMBIO GM CHEVROLET BRASIL C60 D60 SINCRONIZAD;0,;39,71;
271105;JTA CAMBIO GM D10 400 700 4 MARCHAS;0,;18,09;
221105;JTA CAMBIO GM MONZA KADETT IPANEMA OMEGA S10 VECTR;3,;27,52;CAM-2_D.1
221104;JTA CAMBIO GM OPALA 90 HPC CARAVAN DIPLOMATA COMOD;5,;13,73;CAM-1_F.2
221103;JTA CAMBIO GM OPALA CARAVAN 2500 3800 4100 SS 4 MA;0,;22,60;
251170;JTA CAMBIO HYUNDAI H100 HR MITSUBISHI L200 L300 PA;2,;43,77;CAM-2_G.2
251135;JTA CAMBIO M BENS 120D 130D 140D 150D 170D MB 180D;0,;46,12;
261104;JTA CAMBIO M BENS OM314 L608D 72/...;0,;22,25;
261103;JTA CAMBIO M BENS OM321 352 352A 355 366 1111 1113;0,;15,80;
2211136;JTA CAMBIO NA 3 PECAS GM ASTRA 99/... CORSA CELTA;4,;19,13;CAM-1_A.3
2111131;JTA CAMBIO PAPEL VW APOLLO FORD ESCORT VERONA 1.8;0,;59,09;
2111121;JTA CAMBIO REDUCAO VW KOMBI 1300 1500 1600;0,;18,89;
251102;JTA CAMBIO RENAULT TRAFIC 1.4 2.0;0,;38,24;
231102R;JTA CAMBIO RET FORD CORCEL BELINA I II DEL REY 4 5;0,;107,19;
231104R;JTA CAMBIO RET FORD ESCORT CHT 1.0 1.6 KA FIES 1.0;0,;241,14;
2111101R;JTA CAMBIO RET FOX BAH BJA BLH 03/... SPACEFOX 1.0;3,;92,01;CAM-2_H.2
221108R;JTA CAMBIO RET GM ASTRA 99/... CORSA CELTA PRISMA;0,;153,36;
221102R;JTA CAMBIO RET GM CHEVETTE MARAJO 4 5 MARCHAS CLAR;0,;46,23;
221105R;JTA CAMBIO RET GM MONZA KADETT IPANEMA OMEGA S10 V;0,;322,56;
2111103R;JTA CAMBIO RET VW GOL POWER TREND FOX EA111 1.0 8;0,;134,41;
211108;JTA CAMBIO S ANEL RET VW GOL VOYAGE SAVEIRO SANTAN;0,;13,50;
211101;JTA CAMBIO S RED SO PAPEL VW FUSCA BRASILIA KOMBI;17,;16,66;CAM-1_G.1
211112;JTA CAMBIO S RED SO PAPEL VW KOMBI 1300 1500 1600;14,;13,04;CAM-1_E.1
211113R;JTA CAMBIO SELO RET VW APOLLO FORD ESCORT VERONA 1;0,;286,98;
211113;JTA CAMBIO SELO RET VW APOLLO FORD ESCORT VERONA 1;0,;113,30;
