produto;descrição;qut;precro_bruto;prateleira
171112MP;JTA MTR CB MET PACK GAX PERKINS 4236 4248 CASE 580;0,;547,87;
121001MP;JTA MTR CB MET PACK GM CHEVETTE MARAJO ALC GAS 1.4;0,;138,90;
171115MP;JTA MTR CB MET PACK GM CHEVROLET D10 PERKINS D10 F;0,;654,58;
121093MP;JTA MTR CB MET PACK GM CORSA 1.0 16V;0,;205,49;
121099MP;JTA MTR CB MET PACK GM CORSA CELTA 1.6 16V;0,;167,56;
121063MP;JTA MTR CB MET PACK GM CORSA CELTA MPFI 1 0 04 98;0,;110,41;
121069MP;JTA MTR CB MET PACK GM CORSA CELTA MPFI 1.6 04-98/;0,;157,62;
1210123MP;JTA MTR CB MET PACK GM CORSA CELTA VHC 1.0 8V;0,;110,41;
121049MP;JTA MTR CB MET PACK GM CORSA EFI MPFI 1.0 8V 94/03;0,;196,73;
121057MP;JTA MTR CB MET PACK GM CORSA EFI MPFI 1.6 8V 94/03;0,;201,31;
1210117MP;JTA MTR CB MET PACK GM CORSA MERIVA MONTANA FIAT P;0,;150,00;
121037MP;JTA MTR CB MET PACK GM MONZA KADETT ALC GAS 1.8 82;0,;175,12;
121045MP;JTA MTR CB MET PACK GM MONZA KADETT IPANEMA 91/96;0,;221,55;
121033MP;JTA MTR CB MET PACK GM MONZA KADETT IPANEMA ALC GA;0,;175,12;
121041MP;JTA MTR CB MET PACK GM MONZA KADETT IPANEMA GSI EF;0,;175,12;
1210115MP;JTA MTR CB MET PACK GM OMEGA SILVERADO 4.1 6CIL 89;0,;409,50;
121009MP;JTA MTR CB MET PACK GM OPALA 90 CARAVAN 151 ALC GA;0,;202,71;
121017MP;JTA MTR CB MET PACK GM OPALA CARAVAN CAMINHAO C10;0,;272,59;
121075MP;JTA MTR CB MET PACK GM VECTRA ASTRA BLAZER S10 MPF;0,;220,40;
121087MP;JTA MTR CB MET PACK GM VECTRA S10 ASTRA ZAFIRA MPF;0,;232,38;
1510171MP;JTA MTR CB MET PACK HONDA CIVIC NEW CIVIC 1.7;0,;239,68;
151021MP;JTA MTR CB MET PACK KIA BESTA 2.2 DIESEL 92 A 97;0,;237,88;
151025MP;JTA MTR CB MET PACK KIA BESTA 2.7 DIESEL ANO ATE 9;0,;383,12;
151056MP;JTA MTR CB MET PACK KIA BESTA GS 3.0 GRANDE;0,;310,00;
151094MP;JTA MTR CB MET PACK KIA BONGO CERES 2.4 DIESEL 94;0,;443,81;
151092MP;JTA MTR CB MET PACK KIA SPORTAGE 2.0 DIESEL;0,;336,97;
161110MP;JTA MTR CB MET PACK M BENS OM314 L608D INJECAO DIR;0,;467,96;
161108MP;JTA MTR CB MET PACK M BENS OM352A 1316 1516 2216 T;0,;288,89;
161122MP;JTA MTR CB MET PACK M BENS OM364;0,;431,05;
161120MP;JTA MTR CB MET PACK M BENS OM366 6 CIL;0,;649,25;
181111MP;JTA MTR CB MET PACK MWM D229 4 CIL COMPLETO;0,;680,52;
181117MP;JTA MTR CB MET PACK MWM D229 FORD F600 900 950 VAL;0,;760,55;
181127MP;JTA MTR CB MET PACK MWM VALMET E300 D229 3 CIL;0,;249,00;
181123MP;JTA MTR CB MET PACK MWM X10 4.10;0,;697,74;
171118MP;JTA MTR CB MET PACK PERKINS S4 S4T Q20B D20 D40 DI;0,;685,16;
171101MP;JTA MTR CB MET PACK PERKINS TRATOR 4203 8BR;0,;301,03;
171106MP;JTA MTR CB MET PACK PERKINS TRATOR MASSEY FERGUSON;0,;538,35;
1510132MP;JTA MTR CB MET PACK PEUGEOT 106 206 306 TU5JP TU5J;0,;332,32;
151096MP;JTA MTR CB MET PACK PEUGEOT 205 306 309 405 PARTNE;0,;562,82;
1510120MP;JTA MTR CB MET PACK PEUGEOT 306 405 406 2.0 8 VAL;0,;396,93;
1510100MP;JTA MTR CB MET PACK PEUGEOT 306 405 GRI SRI STI CI;0,;398,97;
1510141MP;JTA MTR CB MET PACK PEUGEOT 307 406 407 607 806 80;0,;400,04;
1510116MP;JTA MTR CB MET PACK RENAULT CLIO II KANGOO K7M 746;0,;360,23;
1510173MP;JTA MTR CB MET PACK RENAULT CLIO KANGOO LOGAN MOD;0,;321,84;
1510114MP;JTA MTR CB MET PACK RENAULT CLIO MEGANE SCENIC KAN;0,;358,47;
151074MP;JTA MTR CB MET PACK RENAULT CLIO R19 C3L 1.6 8 VAL;0,;200,31;
151076MP;JTA MTR CB MET PACK RENAULT CLIO SCENIC R11 R19 R2;0,;238,92;
1510108MP;JTA MTR CB MET PACK RENAULT LAGUNA MEGANE SCENIC F;0,;344,27;
151005MP;JTA MTR CB MET PACK RENAULT TRAFIC DIESEL;0,;319,16;
151002MP;JTA MTR CB MET PACK RENAULT TRAFIC R21 2.0 2.2 GAS;0,;315,29;
111091MP;JTA MTR CB MET PACK S COL ADM BOR VW GOLF BORA AZJ;0,;689,42;
1210105MP;JTA MTR CB MET PACK S GAX CB MET PACK GM S10 BLAZE;0,;415,52;
1510163MP;JTA MTR CB MET PACK SUZUKI GRAND VITARA SZ BALENO;0,;373,40;
1510104MP;JTA MTR CB MET PACK SUZUKI VITARA SIDEKICK G16A G1;0,;294,74;
1510106MP;JTA MTR CB MET PACK TOYOTA COROLLA 1.6 4AFE 1.8 7A;0,;415,52;
171108MP;JTA MTR CB MET PACK TRATOR MASSEY FERGUSON MF220 2;0,;497,23;
1110101MP;JTA MTR CB MET PACK VW FOX BAH BJA BLH 03/... SPAC;0,;309,69;
111039MP;JTA MTR CB MET PACK VW GOL AE FORD ESCORT HOBBY DE;0,;200,42;
111061MP;JTA MTR CB MET PACK VW GOL SANTANA SAVEIRO PARATI;0,;314,81;
111057TMP;JTA MTR CB MET PACK VW GOL TURBO 1.0 16V 98/02;0,;248,52;
111095MP;JTA MTR CB MET PACK VW GOLF BORA AZD 1.6 16V 01/..;0,;224,08;
111019MP;JTA MTR CB MET PACK VW KOMBI 1.6 DIESEL 3 PICO;0,;185,34;
111047MP;JTA MTR CB MET PACK VW PASSAT GOL SANTANA SAVEIRO;0,;168,70;
111011MP;JTA MTR CB MET PACK VW PASSAT TS VOYAGE MTR MD ALC;0,;141,42;
111023MP;JTA MTR CB MET PACK VW SANTANA GOL PARATI AP ALC G;0,;220,67;
181031ML3R;JTA MTR COM RET CABE ACO INOX MWM X12 6.12;0,;1.072,07;
134289;JTA MTR FORD RANGER MTR POWER STROKE3/;0,;134,88;
19131011R;JTA MTR INF C RT C RT CUMMINS ISLE ISCE 8.3L 8.9L;0,;1.305,03;
19131008R;JTA MTR INF C RT CUMMINS ISDE QSB 4.5L;0,;840,57;
19131014R;JTA MTR INF C RT CUMMINS L10 ISM11;0,;2.359,25;
19131021R;JTA MTR INF RET CUMMINS ISBE4 3.9L 4CIL;0,;3.023,91;
19131026R;JTA MTR INF RET CUMMINS QSB 5.9 6CIL;0,;5.182,36;
19131024R;JTA MTR INF RET CUMMINS QSB 6.7 ISBE 6CIL;0,;2.446,03;
19131013R;JTA MTR INF RET CUMMINS QSL 6CIL;0,;3.649,74;
19131004R;JTA MTR INF RET CUMMINS SERIE B 4B BTA 3.9L 8V DIE;0,;510,91;
161330R;JTA MTR INF RET M BENS SPRINTER CDI LA DIESEL BI T;0,;579,63;
19131009R;JTA MTR INFERIOR CUMMINS 6ISBE5.9;0,;777,22;
19131006R;JTA MTR INFERIOR CUMMINS QSB5.9;0,;704,79;
19131016R;JTA MTR INFERIOR CUMMINS QSX15;0,;3.780,02;
151007MP;JTA MTR METALOPACK ASIA TOPIC 93/... MAZDA E2500 E;1,;310,84;
131045MPRF;JTA MTR METALOPACK C RET E FLANGE FORD FIESTA ECOS;0,;336,43;JOG-3_C
131047MPR;JTA MTR METALOPACK C RET FORD ECOSPORT FIESTA KA C;2,;404,66;JOG-3_B
131045MPR;JTA MTR METALOPACK C RET FORD FIESTA ECOSPORT KA Z;1,;432,55;JOG-3_E
151062MPR;JTA MTR METALOPACK C RET HONDA CIVIC D15Z1 1.5 16V;2,;436,36;JOG-8_D
151056MPR;JTA MTR METALOPACK C RET KIA GRAND BESTA GS 3.0;0,;403,75;JOG-7_B
151098MPR;JTA MTR METALOPACK C RET PEUGEOT 306 406 CITROEN X;2,;649,63;JOG-8_C
151087MPR;JTA MTR METALOPACK C RET RENAULT CLIO KANGOO TWING;0,;535,41;
151086MPR;JTA MTR METALOPACK C RET RENAULT CLIO KANGOO TWING;0,;458,34;JOG-7_B
151074MPR;JTA MTR METALOPACK C RET RENAULT CLIO MARADONA R19;0,;293,66;
141065MP;JTA MTR METALOPACK FIAT MAREA BRAVA BRAVO COUPE 1.;1,;223,48;
141053MP;JTA MTR METALOPACK FIAT PALIO SIENA DOBLO FIRE 1.0;3,;185,19;JOG-4_C
141049MP;JTA MTR METALOPACK FIAT UNO SMART PALIO SIENA FIRE;2,;150,39;JOG-4_C
131047MP;JTA MTR METALOPACK FORD ECOSPORT FIESTA KA COURIER;2,;284,22;JOG-3_D
131073MP;JTA MTR METALOPACK FORD ECOSPORT FOCUS MONDEO DURA;1,;463,28;JOG-3_C
131045MP;JTA MTR METALOPACK FORD FIESTA ECOSPORT KA ZETEC R;0,;206,56;JOG-4_A
1210119MP;JTA MTR METALOPACK GM MERIVA FIAT STILO DOHC 1.8 1;0,;276,14;
1510136MP;JTA MTR METALOPACK HONDA CIVIC CRX .../92 1.5 1.6;1,;298,14;
151062MP;JTA MTR METALOPACK HONDA CIVIC D15Z1 1.5 16V D16Z6;1,;436,33;JOG-8_D
151023MP;JTA MTR METALOPACK KIA BESTA GS K2700 PREGIO J2 2.;0,;421,83;
151092MPR;JTA MTR METALOPACK KIA SPORTAGE 2.0 TURBO DIESEL;0,;498,42;
151035MP;JTA MTR METALOPACK MERCEDES 120D 130D 140D 150D 17;2,;590,98;
151044MP;JTA MTR METALOPACK MSM 151042 CITROEN JUMPER FIAT;1,;235,12;JOG-7_E
1510134MP;JTA MTR METALOPACK PEUGEOT 206 307 PARTNER 97/...;1,;343,80;JOG-8_D
151098MP;JTA MTR METALOPACK PEUGEOT 306 406 CITROEN XANTIA;1,;361,76;JOG-7_B
151087MP;JTA MTR METALOPACK RENAULT CLIO KANGOO TWINGO PEUG;0,;269,09;
151084MP;JTA MTR METALOPACK RENAULT CLIO LAGUNA R19 R21 F3P;9,;317,93;
151090MP;JTA MTR METALOPACK RENAULT CLIO TWINGO KANGOO 1.2;5,;151,51;JOG-7_D
1510110MP;JTA MTR METALOPACK RENAULT LAGUNA MEGANE SCENIC 1.;7,;504,34;
141053MPR;JTA MTR METALOPACK RET FIAT PALIO SIENA DOBLO FIRE;0,;326,23;
141049MPR;JTA MTR METALOPACK RET FIAT UNO SMART PALIO SIENA;2,;182,36;JOG-4_D
141049MPRF;JTA MTR METALOPACK RET FLANGE FIAT UNO SMART PALIO;1,;231,79;
1510153MP;JTA MTR METALOPACK TOYOTA COROLLA 7AFE 1.8 16V DOH;0,;310,99;
151050MP;JTA MTR METALOPACK TOYOTA HILUX DYNA TOYOACE LANDC;3,;145,01;
111089MP;JTA MTR METALOPACK VW BORA NEW BEETLE GOLF SHARAN;3,;415,96;JOG-1_A
111077MP;JTA MTR METALOPACK VW GOL SANTANA SAVEIRO PARATI A;3,;242,96;JOG-1_A
111053MP;JTA MTR METALOPACK VW GOL SAVEIRO PARATI AT MI GAS;0,;230,80;JOG-1_D
111065MP;JTA MTR METALOPACK VW GOL SAVEIRO PARATI SANTANA G;1,;157,98;JOG-1_B
111099MP;JTA MTR METALOPACK VW GOLF BAH 1.6 8V 02/...;1,;238,23;JOG-1_D
111073MP;JTA MTR METALOPACK VW GOLF GTI MEXICANO MOTOR 2.0;2,;291,44;JOG-1_B
111087MP;JTA MTR METALOPACK VW GOLF PASSAT VARIANT NEW BEET;1,;702,64;
111081MP;JTA MTR METALOPACK VW GOLF SR BORA AUDI A3 A4 AEH;4,;417,45;JOG-1_B
111069MP;JTA MTR METALOPACK VW GOLF VENTO PASSAT CORRADO AB;3,;300,19;JOG-1_B
111083MP;JTA MTR METALOPACK VW PASSAT ADR AFY AEB 1.8 20V T;0,;573,26;JOG-1_B
111057MP;JTA MTR METALOPCK VW GOL SAVEIRO PARATI AT MI 1.0;2,;261,75;JOG-1_E
15108601PK;JTA MTR PACK 1.2MM RENAULT LOGAN SANDERO KWID 3CIL;6,;220,52;JOG-6_B
151087MLR;JTA MTR RET CAB ACO INOX 100MM S SELO S ANEL TPA V;3,;476,61;JOG-7_B
1510186PKR;JTA MTR RET CAB BASPACK HYUNDAI HB20 KIA PICANTO 1;2,;370,45;JOG-6_C
131077MLR;JTA MTR RET CABE ACO INOX (TP ALUMINIO) FORD ECOSP;0,;571,89;
131073MLR;JTA MTR RET CABE ACO INOX (TP PLASTICO) FORD ECOSP;0,;571,89;
131079MLR;JTA MTR RET CABE ACO INOX (TP PLASTICO) FORD RANGE;0,;571,89;
1510165MLR;JTA MTR RET CABE ACO INOX CITROEN C2 C3 2002/ PEUG;1,;423,85;JOG-8_A
1510183MLR;JTA MTR RET CABE ACO INOX CITROEN C4 C5 PICASSO PE;1,;891,26;JOG-8_B
141088MLR;JTA MTR RET CABE ACO INOX ETORQ EVO 1.6 16V FIAT D;0,;503,72;
141090MLR;JTA MTR RET CABE ACO INOX ETORQ EVO FLEX 1.8 16V J;2,;503,72;JOG-4_C
141073MLR;JTA MTR RET CABE ACO INOX FIAT DOBLO BRAVA MAREA P;0,;382,92;
141089MLR;JTA MTR RET CABE ACO INOX FIAT DOBLO GRAND SIENA I;2,;579,73;JOG-4_A
141087MLR;JTA MTR RET CABE ACO INOX FIAT DOBLO GRAND SIENA I;0,;510,33;
141289MLR;JTA MTR RET CABE ACO INOX FIAT DOBLO GRAND SIENA I;0,;458,45;
141287MLR;JTA MTR RET CABE ACO INOX FIAT DOBLO GRAND SIENA I;0,;403,13;
141085MLR;JTA MTR RET CABE ACO INOX FIAT EVO GRAND IDEA PALI;0,;266,13;
141057MLR;JTA MTR RET CABE ACO INOX FIAT MAREA 2.0 20 VAL 5;0,;562,99;
141069MLR;JTA MTR RET CABE ACO INOX FIAT MAREA STILO ABARTH;0,;692,24;
141081MLR;JTA MTR RET CABE ACO INOX FIAT PALIO SIENA MOTOR 1;0,;283,15;
141079MLR;JTA MTR RET CABE ACO INOX FIAT PALIO SIENA PUNTO I;2,;197,92;JOG-4_E
141086MLR;JTA MTR RET CABE ACO INOX FIATDUBLO EVO GRAND IDEA;0,;224,64;JOG-4_D
131047MLR;JTA MTR RET CABE ACO INOX FORD ECOSPORT FIESTA KA;2,;395,75;JOG-3_B
131049MLR;JTA MTR RET CABE ACO INOX FORD ESCORT ZETEC 1.8 16;3,;570,73;JOG-3_C
131045MLR;JTA MTR RET CABE ACO INOX FORD FIESTA ECOSPORT KA;4,;497,78;JOG-3_E
131065MLR;JTA MTR RET CABE ACO INOX FORD FOCUS MONDEO ZETEC;0,;783,24;
131071MLR;JTA MTR RET CABE ACO INOX FORD FOCUS MONDEO ZETEC;0,;815,37;
131074MLR;JTA MTR RET CABE ACO INOX FORD FUSION 2012/2016 MO;0,;784,77;
131051MLR;JTA MTR RET CABE ACO INOX FORD MONDEO ZETEC 2.0 16;0,;528,54;
131076MLR;JTA MTR RET CABE ACO INOX FORD MOTOR ECOBOOST 2.0;0,;928,47;
131078MLR;JTA MTR RET CABE ACO INOX FORD MOTOR ECOBOOST MGDA;0,;629,22;
131069MLR;JTA MTR RET CABE ACO INOX FORD NOVO FIESTA ECOSPOR;0,;617,11;
1210157MLR;JTA MTR RET CABE ACO INOX GM ASTRA VECTRA ELITE BL;0,;536,76;
1210159MLR;JTA MTR RET CABE ACO INOX GM ASTRA VECTRA ELITE BL;2,;533,31;JOG-3_A
121063MLR;JTA MTR RET CABE ACO INOX GM CORSA CELTA MPFI 1.0;0,;332,57;
121069MLR;JTA MTR RET CABE ACO INOX GM CORSA CELTA MPFI 1.6;0,;336,42;
1210123MLR;JTA MTR RET CABE ACO INOX GM CORSA CELTA VHC 1.0 8;0,;324,20;JOG-2_A
121057MLR;JTA MTR RET CABE ACO INOX GM CORSA EFI MPFI 1 4 1;0,;302,03;
121049MLR;JTA MTR RET CABE ACO INOX GM CORSA EFI MPFI 1.0 8V;0,;349,54;
1210117MLR;JTA MTR RET CABE ACO INOX GM CORSA MERIVA MONTANA;1,;324,59;JOG-2_B
1210136MLR;JTA MTR RET CABE ACO INOX GM CORSA PRISMA MONTANA;0,;302,38;JOG-2_E
1210119MLR;JTA MTR RET CABE ACO INOX GM MERIVA FIAT STILO DOH;0,;383,45;
121045MLR;JTA MTR RET CABE ACO INOX GM MONZA KADETT IPANEMA;0,;286,29;
1210137MLR;JTA MTR RET CABE ACO INOX GM ONIX PRISMA SPE/4 1.4;0,;350,67;JOG-2_D
121075MLR;JTA MTR RET CABE ACO INOX GM VECTRA ASTRA BLAZER S;0,;394,57;
1210150MLR;JTA MTR RET CABE ACO INOX GM VECTRA GSI CALIBRA 2.;0,;823,36;
121087MLR;JTA MTR RET CABE ACO INOX GM VECTRA S10 ASTRA ZAFI;0,;503,12;
151062MLR;JTA MTR RET CABE ACO INOX HONDA CIVIC 1.5 16 VAL 9;3,;779,69;JOG-8_C
1510136MLR;JTA MTR RET CABE ACO INOX HONDA CIVIC 1.5 16 VAL D;0,;512,40;
1510185MLR;JTA MTR RET CABE ACO INOX HONDA CIVIC ACCORD CR-V;0,;552,97;JOG-8_D
1510161MLR;JTA MTR RET CABE ACO INOX HONDA CIVIC D15Z3 D15Z6;2,;845,83;JOG-7_B
1510171MLR;JTA MTR RET CABE ACO INOX HONDA CIVIC NEW CIVIC FI;2,;502,37;JOG-8_E
1510169MLR;JTA MTR RET CABE ACO INOX HONDA FIT CITY JAZZ TWIN;1,;440,04;JOG-8_E
1510170MLR;JTA MTR RET CABE ACO INOX HONDA FIT JAZZ VTEC L15A;0,;639,26;
1510187MLR;JTA MTR RET CABE ACO INOX HYUNDAI HB20 I30 VELOSTE;2,;708,71;JOG-8_A
1510186MLR;JTA MTR RET CABE ACO INOX HYUNDAI HB20 KIA PICANTO;0,;577,27;JOG-6_C
1510177MLR;JTA MTR RET CABE ACO INOX HYUNDAI TUCSON I30 KIA S;2,;750,49;JOG-7_A
1510194MLR;JTA MTR RET CABE ACO INOX MITSUBISHI PAJERO IO 98/;0,;780,67;
1210124MLR;JTA MTR RET CABE ACO INOX ONIX PRISMA SPE/4 1.0 20;3,;312,42;JOG-3_A
141501PK22;JTA MTR RET CABE ACO INOX PEUGEOT 106 206 306 MTR;0,;49,73;
1510134MLR;JTA MTR RET CABE ACO INOX PEUGEOT 206 307 PARTNER;2,;568,03;JOG-8_D
1510141MLR;JTA MTR RET CABE ACO INOX PEUGEOT 307 406 407 607;1,;434,47;JOG-8_C
1510173MLR;JTA MTR RET CABE ACO INOX RENAULT CLIO KANGOO LOGA;1,;521,10;JOG-8_B
151086MLR;JTA MTR RET CABE ACO INOX RENAULT CLIO KANGOO TWIN;0,;588,03;
1510108MLR;JTA MTR RET CABE ACO INOX RENAULT LAGUNA MEGANE SC;1,;572,07;JOG-7_C
1510179MLR;JTA MTR RET CABE ACO INOX RENAULT LOGAN SANDERO 1.;2,;646,32;JOG-8_C
1510175MLR;JTA MTR RET CABE ACO INOX RENAULT MASTER 2.5 16 VA;2,;776,03;JOG-8_E
1510118MLR;JTA MTR RET CABE ACO INOX RENAULT MEGANE SCENIC LA;2,;621,09;JOG-8_B
151058MLR;JTA MTR RET CABE ACO INOX TERRA FRONTIER GM S10 BL;0,;724,96;
1510153MLR;JTA MTR RET CABE ACO INOX TOYOTA COROLLA DOHC 7AFE;0,;666,42;
1510154MLR;JTA MTR RET CABE ACO INOX TOYOTA COROLLA PRIUS 12/;1,;535,79;JOG-8_A
1510146MLR;JTA MTR RET CABE ACO INOX TOYOTA COROLLA VVTI FILD;7,;609,41;JOG-8_A
1110117ML3R;JTA MTR RET CABE ACO INOX VW AMAROK 2.0 4CIL 16V M;0,;868,55;
111089MLR;JTA MTR RET CABE ACO INOX VW BORA NEW BEETLE GOLF;1,;707,13;JOG-1_E
1110101MLR;JTA MTR RET CABE ACO INOX VW FOX BAH BJA BLH 03/..;2,;251,64;JOG-1_E
1110107MLR;JTA MTR RET CABE ACO INOX VW GOL GOLF PARATI PASSA;0,;576,79;
1110105MLR;JTA MTR RET CABE ACO INOX VW GOL POWER EA111 1.0 1;2,;303,90;JOG-1_D
1110103MLR;JTA MTR RET CABE ACO INOX VW GOL POWER TREND FOX M;0,;190,25;JOG-1_C
111077MLR;JTA MTR RET CABE ACO INOX VW GOL SANTANA SAVEIRO P;0,;505,00;
111061MLR;JTA MTR RET CABE ACO INOX VW GOL SANTANA SAVEIRO P;0,;307,66;
111057MLR;JTA MTR RET CABE ACO INOX VW GOL SAVEIRO PARATI AT;0,;270,34;JOG-1_D
111065MLR;JTA MTR RET CABE ACO INOX VW GOL SAVEIRO PARATI SA;0,;420,73;
111099MLR;JTA MTR RET CABE ACO INOX VW GOLF BAH 1.6 8V 02/..;0,;274,57;JOG-1_D
111095MLR;JTA MTR RET CABE ACO INOX VW GOLF BORA AZD 1.6 16V;0,;501,46;
111091MLR;JTA MTR RET CABE ACO INOX VW GOLF BORA AZJ AZM 2.0;0,;482,77;
111073MLR;JTA MTR RET CABE ACO INOX VW GOLF GTI MEXICANO 2.0;0,;499,07;
1110115MLR;JTA MTR RET CABE ACO INOX VW GOLF NEW BEETLE POLO;2,;771,98;JOG-1_B
111087MLR;JTA MTR RET CABE ACO INOX VW GOLF PASSAT VARIANT N;0,;653,71;JOG-1_A
111081MLR;JTA MTR RET CABE ACO INOX VW GOLF SR BORA AUDI A3;1,;712,26;JOG-1_D
111069MLR;JTA MTR RET CABE ACO INOX VW GOLF VENTO PASSAT COR;0,;595,52;
1110111MLR;JTA MTR RET CABE ACO INOX VW KOMBI 1.4 8V TOTAL FL;0,;309,68;JOG-1_A
111083MLR;JTA MTR RET CABE ACO INOX VW PASSAT ADR AFY AEB 1.;0,;855,25;
111047MLR;JTA MTR RET CABE ACO INOX VW PASSAT GOL SANTANA SA;2,;309,37;JOG-1_E
111023MLR;JTA MTR RET CABE ACO INOX VW SANTANA GOL PARATI AP;0,;271,10;
1110116MLR;JTA MTR RET CABE ACO VW JETTA PASSAT TIGUAN 1.8 /2;0,;765,35;
15105605PK5R;JTA MTR RET CABE BASPACK 1.20 HYUNDAI HR 13/... KI;0,;759,29;
151020PKR;JTA MTR RET CABE BASPACK ASIA HAFEI TOWNER JUNIOR;0,;336,48;JOG-8_A
1510184PKR;JTA MTR RET CABE BASPACK CIT XANTIA ZX PGT 306 405;0,;420,53;
15109606PKR;JTA MTR RET CABE BASPACK CITROEN C4 C5 PICASSO PE;0,;1.046,16;
1510183PKR;JTA MTR RET CABE BASPACK CITROEN C4 C5 PICASSO PEU;1,;827,57;JOG-8_A
151019PKR;JTA MTR RET CABE BASPACK EFFA CHANA CHANGAN STAR J;2,;491,69;JOG-8_C
151018PKR;JTA MTR RET CABE BASPACK EFFA TOWNER SUZUKI SJ410;3,;521,07;JOG-8_A
131009PKR;JTA MTR RET CABE BASPACK ESCORT DEL REY 83/... MOT;0,;188,04;
141088PKR;JTA MTR RET CABE BASPACK ETORQ EVO 1.6 16V FIAT DO;1,;435,46;JOG-4_B
141090PKR;JTA MTR RET CABE BASPACK ETORQ EVO FLEX 1.8 16V JE;2,;435,46;JOG-4_C
151082PKR;JTA MTR RET CABE BASPACK F3N R11 R19 R21 R9 1.8 8V;0,;539,61;
141089PKR;JTA MTR RET CABE BASPACK FIAT DOBLO GRAND SIENA ID;2,;562,87;JOG-4_C
141087PKR;JTA MTR RET CABE BASPACK FIAT DOBLO GRAND SIENA ID;3,;489,86;JOG-4_D
141085PKR;JTA MTR RET CABE BASPACK FIAT EVO GRAND IDEA PALIO;2,;239,51;JOG-4_C
141077PKR;JTA MTR RET CABE BASPACK FIAT LINEA 1.9 16V FLEX 2;2,;331,08;JOG-4_E
141083PKR;JTA MTR RET CABE BASPACK FIAT PUNTO IDEA BRAVO LIN;1,;361,37;JOG-4_D
141086PKR;JTA MTR RET CABE BASPACK FIATDUBLO EVO GRAND IDEA;0,;239,29;JOG-4_B
131071PKR;JTA MTR RET CABE BASPACK FORD FOCUS MONDEO ZETEC 1;0,;701,41;
131074PKR;JTA MTR RET CABE BASPACK FORD FUSION 2012/2016 MOT;0,;669,25;
131017PKR;JTA MTR RET CABE BASPACK FORD MAVERICK F100 F75 JE;0,;554,88;
131081PKR;JTA MTR RET CABE BASPACK FORD NEW FIESTA ECOSPORT;2,;415,68;JOG-3_B
131069PKR;JTA MTR RET CABE BASPACK FORD NOVO FIESTA ECOSPORT;0,;542,80;
131082PKR;JTA MTR RET CABE BASPACK FORD RANGER FUSION 2013/.;2,;700,74;JOG-3_E
1210123PKR;JTA MTR RET CABE BASPACK GM CORSA CELTA VHC 1.0 8V;4,;214,04;JOG-2_E
1210136PKR;JTA MTR RET CABE BASPACK GM CORSA PRISMA MONTANA M;2,;303,81;JOG-2_C
1210119PKR;JTA MTR RET CABE BASPACK GM MERIVA FIAT STILO DOHC;0,;415,22;
1210137PKR;JTA MTR RET CABE BASPACK GM ONIX PRISMA SPE/4 1.4;2,;314,61;JOG-2_C
121021PKR;JTA MTR RET CABE BASPACK GM OPALA CARAVAN DIPLOMAT;1,;212,54;JOG-2_E
15106207PKR;JTA MTR RET CABE BASPACK HONDA CIVIC CITY CR-Z EX;1,;480,31;JOG-8_B
1510169PKR;JTA MTR RET CABE BASPACK HONDA FIT CITY JAZZ TWIN;0,;413,82;JOG-8_E
1510170PKR;JTA MTR RET CABE BASPACK HONDA FIT JAZZ VTEC L15A1;1,;592,52;JOG-8_A
1510177PKR;JTA MTR RET CABE BASPACK HYUNDAI TUCSON I30 KIA SP;1,;687,03;JOG-8_A
1510187PKR;JTA MTR RET CABE BASPACK INOX HYUNDAI HB20 I30 VEL;1,;609,26;JOG-7_B
151092PKR;JTA MTR RET CABE BASPACK KIA SPORTAGE 2.0 DIESEL;2,;541,85;JOG-6_B
151095PKR;JTA MTR RET CABE BASPACK KIA SPORTAGE RETONA 2 0 1;0,;721,03;
1510194PKR;JTA MTR RET CABE BASPACK MITSUBISHI PAJERO IO 98/.;2,;831,18;JOG-6_B
151059PKR;JTA MTR RET CABE BASPACK MWM VOLARE FORD F250 GM S;0,;417,84;
151060PKR;JTA MTR RET CABE BASPACK NISSAN SENTRA TIIDA VERSA;1,;517,31;JOG-7_C
1210124PKR;JTA MTR RET CABE BASPACK ONIX PRISMA SPE/4 1.0 201;2,;223,63;JOG-3_A
151076PKR;JTA MTR RET CABE BASPACK RENAULT CLIO SCENIC R11 R;0,;462,48;
1510179PKR;JTA MTR RET CABE BASPACK RENAULT SANDERO LOGAN 1.6;1,;622,89;JOG-6_C
1510163PKR;JTA MTR RET CABE BASPACK SUZUKI BALENO VITARA 95 0;0,;378,17;
1510154PKR;JTA MTR RET CABE BASPACK TOYOTA COROLLA PRIUS 12/.;1,;499,77;JOG-8_A
1510146PKR;JTA MTR RET CABE BASPACK TOYOTA COROLLA VVTI FILDE;0,;425,34;JOG-8_D
111089PKR;JTA MTR RET CABE BASPACK VW BORA NEW BEETLE GOLF S;0,;509,73;
111065PKR;JTA MTR RET CABE BASPACK VW GOL SAVEIRO PARATI SAN;0,;284,40;
1110116PKR;JTA MTR RET CABE BASPACK VW GOLF JETTA PASSAT TIGU;2,;662,16;JOG-1_A
111087PKR;JTA MTR RET CABE BASPACK VW GOLF PASSAT VARIANT NE;0,;958,56;
111081PKR;JTA MTR RET CABE BASPACK VW GOLF SR BORA AUDI A3 A;0,;642,86;
111069PKR;JTA MTR RET CABE BASPACK VW GOLF VENTO PASSAT CORR;0,;241,02;
